timestamp,body_acc_x,body_acc_y,body_acc_z,body_gyro_x,body_gyro_y,body_gyro_z,ActivityName,Activity
1745415459465,-0.20350714,0.58897364,9.577106,0.0012980887,7.6358156e-05,0.00015271631,SITTING,4
1745415459645,-0.20111294,0.581791,9.574712,7.6358156e-05,-0.0005345071,0.00015271631,SITTING,4
1745415459826,-0.20350714,0.5674258,9.584289,0.0019089539,0.0012980887,0.00015271631,SITTING,4
1745415460006,-0.21068975,0.59615624,9.589077,-0.0023671028,-0.0011453723,0.00076358154,SITTING,4
1745415460186,-0.20829555,0.59855044,9.569923,0.0061850105,0.0037415496,0.00015271631,SITTING,4
1745415460365,-0.21547815,0.59615624,9.584289,-0.0035888334,-0.0017562376,0.00015271631,SITTING,4
1745415460545,-0.22026655,0.60094464,9.589077,,,,SITTING,4
1745415460546,,,,0.0037415496,0.0012980887,0.00015271631,SITTING,4
1745415460726,-0.22266077,0.5722142,9.572318,-0.0023671028,-0.0011453723,-0.00045814895,SITTING,4
1745415460906,-0.22266077,0.5722142,9.581895,-0.0005345071,-0.0005345071,0.00015271631,SITTING,4
1745415461085,-0.22026655,0.59136784,9.584289,,,,SITTING,4
1745415461086,,,,7.6358156e-05,0.0012980887,0.00015271631,SITTING,4
1745415461265,-0.21547815,0.5770026,9.581895,7.6358156e-05,7.6358156e-05,0.00015271631,SITTING,4
1745415461445,-0.22266077,0.60573304,9.593865,0.0006872234,7.6358156e-05,-0.00045814895,SITTING,4
1745415461626,-0.22984336,0.5793968,9.586683,0.0006872234,7.6358156e-05,0.00015271631,SITTING,4
1745415461805,-0.21068975,0.58897364,9.572318,7.6358156e-05,-0.0005345071,0.00015271631,SITTING,4
1745415461986,-0.21068975,0.59855044,9.584289,-0.0005345071,-0.0005345071,0.00015271631,SITTING,4
1745415462165,-0.21547815,0.59136784,9.577106,0.0006872234,0.0006872234,0.00015271631,SITTING,4
1745415462345,-0.21787235,0.58657944,9.581895,0.0012980887,0.0012980887,0.00015271631,SITTING,4
1745415462525,-0.22026655,0.58897364,9.581895,0.0006872234,0.0006872234,0.00015271631,SITTING,4
1745415462704,-0.21308395,0.60094464,9.565135,0.0006872234,-0.0005345071,0.00015271631,SITTING,4
1745415462885,-0.22505496,0.5674258,9.5795,,,,SITTING,4
1745415462886,,,,-0.001985312,-0.0012217305,7.6358156e-05,SITTING,4
1745415463064,-0.22984336,0.61052144,9.574712,0.0016798794,0.00061086525,7.6358156e-05,SITTING,4
1745415463244,-0.22984336,0.59615624,9.584289,0.0016798794,0.00061086525,7.6358156e-05,SITTING,4
1745415463423,-0.20111294,0.60812724,9.581895,0.0016798794,0.00061086525,7.6358156e-05,SITTING,4
1745415463604,-0.20590134,0.59376204,9.593865,-0.0013744468,-0.0,0.0006872234,SITTING,4
1745415463785,-0.22266077,0.5793968,9.589077,0.0010690142,0.00061086525,7.6358156e-05,SITTING,4
1745415463966,-0.22026655,0.59855044,9.601048,-0.00015271631,0.0012217305,7.6358156e-05,SITTING,4
1745415464145,-0.21787235,0.5674258,9.569923,,,,SITTING,4
1745415464146,,,,0.0016798794,0.00061086525,0.0006872234,SITTING,4
1745415464325,-0.22505496,0.581791,9.589077,0.0016798794,0.0018325958,0.0006872234,SITTING,4
1745415464506,-0.22744916,0.58418524,9.584289,0.0010690142,-0.0,7.6358156e-05,SITTING,4
1745415464685,-0.20829555,0.60094464,9.589077,-0.00015271631,-0.0,7.6358156e-05,SITTING,4
1745415464865,-0.22026655,0.58897364,9.632173,,,,SITTING,4
1745415464866,,,,0.0010690142,-0.00061086525,7.6358156e-05,SITTING,4
1745415465046,-0.22505496,0.56982,9.577106,-0.0032070426,-0.002443461,0.0006872234,SITTING,4
1745415465225,-0.22026655,0.58897364,9.586683,0.0041233404,0.0012217305,0.0006872234,SITTING,4
1745415465405,-0.20111294,0.59376204,9.562741,-0.001985312,-0.0018325958,7.6358156e-05,SITTING,4
1745415465585,-0.23463176,0.58657944,9.574712,-0.0013744468,-0.0018325958,7.6358156e-05,SITTING,4
1745415465765,-0.23463176,0.5674258,9.603442,-0.00076358154,0.00061086525,7.6358156e-05,SITTING,4
1745415465946,-0.22505496,0.59615624,9.577106,-0.00015271631,-0.0,0.0006872234,SITTING,4
1745415466126,-0.22505496,0.56982,9.59626,-0.00015271631,-0.00061086525,7.6358156e-05,SITTING,4
1745415466305,-0.21068975,0.5793968,9.572318,-0.00015271631,0.00061086525,7.6358156e-05,SITTING,4
1745415466485,-0.21787235,0.61052144,9.555558,-0.00015271631,-0.0,-0.0005345071,SITTING,4
1745415466663,-0.22026655,0.581791,9.601048,0.00045814895,-0.00061086525,7.6358156e-05,SITTING,4
1745415466843,-0.21308395,0.59376204,9.565135,0.0041233404,0.0018325958,0.0006872234,SITTING,4
1745415467024,-0.23702596,0.59376204,9.581895,-0.0027488936,-0.0018325958,0.0006872234,SITTING,4
1745415467204,-0.20590134,0.59615624,9.5795,-0.0009162979,-0.00061086525,7.6358156e-05,SITTING,4
1745415467385,-0.20590134,0.58418524,9.584289,,,,SITTING,4
1745415467386,,,,-0.0021380284,-0.00061086525,-0.0005345071,SITTING,4
1745415467565,-0.21068975,0.58897364,9.584289,-0.00030543262,-0.0,-0.0005345071,SITTING,4
1745415467745,-0.23942018,0.5793968,9.59626,-0.0021380284,0.0012217305,0.0006872234,SITTING,4
1745415467924,-0.22744916,0.60094464,9.577106,0.00030543262,-0.00061086525,0.0006872234,SITTING,4
1745415468105,-0.22026655,0.59855044,9.593865,-0.0015271631,-0.0,-0.0005345071,SITTING,4
1745415468285,-0.21308395,0.60812724,9.577106,0.0021380284,-0.0,7.6358156e-05,SITTING,4
1745415468466,-0.22744916,0.59615624,9.586683,-0.0015271631,-0.00061086525,7.6358156e-05,SITTING,4
1745415468646,-0.21308395,0.581791,9.601048,0.0009162979,0.00061086525,7.6358156e-05,SITTING,4
1745415468825,-0.22505496,0.5793968,9.584289,0.00030543262,-0.0,7.6358156e-05,SITTING,4
1745415469005,-0.20590134,0.59855044,9.589077,0.00030543262,0.0018325958,7.6358156e-05,SITTING,4
1745415469185,-0.21787235,0.59376204,9.584289,-0.00030543262,-0.00061086525,7.6358156e-05,SITTING,4
1745415469365,-0.22744916,0.5626374,9.593865,0.00030543262,-0.0012217305,-0.0005345071,SITTING,4
1745415469545,-0.22026655,0.5770026,9.601048,0.0021380284,0.0012217305,0.0006872234,SITTING,4
1745415469726,-0.21068975,0.61052144,9.574712,0.0021380284,-0.00061086525,-0.0005345071,SITTING,4
1745415469905,-0.23223756,0.58418524,9.581895,,,,SITTING,4
1745415469906,,,,-0.0015271631,-0.00061086525,7.6358156e-05,SITTING,4
1745415470086,-0.21787235,0.5746084,9.55077,0.00030543262,-0.002443461,0.0006872234,SITTING,4
1745415470265,-0.21787235,0.60094464,9.5795,-0.0021380284,-0.0012217305,-0.0005345071,SITTING,4
1745415470445,-0.22505496,0.5793968,9.574712,-0.0009162979,-0.0012217305,7.6358156e-05,SITTING,4
1745415470625,-0.22026655,0.58657944,9.581895,0.0009162979,0.0012217305,7.6358156e-05,SITTING,4
1745415470805,-0.21308395,0.58657944,9.581895,-0.00030543262,0.00061086525,7.6358156e-05,SITTING,4
1745415470985,-0.22744916,0.581791,9.589077,-0.00030543262,-0.00061086525,7.6358156e-05,SITTING,4
1745415471165,-0.22026655,0.60094464,9.591472,-0.0008399397,7.6358156e-05,7.6358156e-05,SITTING,4
1745415471345,-0.23223756,0.58418524,9.584289,-0.0008399397,-0.0011453723,0.0006872234,SITTING,4
1745415471525,-0.23223756,0.59615624,9.593865,0.000992656,-0.0011453723,7.6358156e-05,SITTING,4
1745415471705,-0.20590134,0.60094464,9.598654,0.000992656,0.0012980887,7.6358156e-05,SITTING,4
1745415471885,-0.22744916,0.59615624,9.574712,-0.0008399397,-0.0005345071,7.6358156e-05,SITTING,4
1745415472065,-0.21308395,0.58657944,9.562741,0.000992656,0.0006872234,7.6358156e-05,SITTING,4
1745415472245,-0.23942018,0.5770026,9.56753,0.00038179077,7.6358156e-05,7.6358156e-05,SITTING,4
1745415472425,-0.22744916,0.59376204,9.59626,0.0022143866,0.0012980887,-0.0005345071,SITTING,4
1745415472604,-0.22266077,0.60573304,9.5795,-0.001450805,-0.0017562376,7.6358156e-05,SITTING,4
1745415472785,-0.23223756,0.59855044,9.565135,0.0022143866,0.0025198192,-0.0005345071,SITTING,4
1745415472965,-0.22744916,0.5722142,9.574712,0.00038179077,0.0006872234,0.0006872234,SITTING,4
1745415473145,-0.23942018,0.59136784,9.565135,0.003436117,0.0006872234,7.6358156e-05,SITTING,4
1745415473325,-0.21308395,0.59615624,9.569923,-0.003894266,-0.0017562376,-0.0005345071,SITTING,4
1745415473505,-0.22026655,0.58897364,9.574712,-0.0020616702,-0.0017562376,-0.0005345071,SITTING,4
1745415473686,-0.21547815,0.59855044,9.56753,-0.00022907447,-0.0005345071,7.6358156e-05,SITTING,4
1745415473866,-0.22744916,0.58897364,9.574712,0.00038179077,0.0006872234,-0.0005345071,SITTING,4
1745415474045,-0.22505496,0.61291564,9.560347,0.000992656,-0.0005345071,7.6358156e-05,SITTING,4
1745415474225,-0.23463176,0.59615624,9.584289,-0.001450805,0.0012980887,-0.0005345071,SITTING,4
1745415474405,-0.22026655,0.581791,9.572318,-0.001450805,-0.0005345071,7.6358156e-05,SITTING,4
1745415474585,-0.22505496,0.5650316,9.5795,0.00038179077,-0.0005345071,7.6358156e-05,SITTING,4
1745415474765,-0.21308395,0.581791,9.5795,-0.0020616702,-0.0011453723,7.6358156e-05,SITTING,4
1745415474947,-0.21547815,0.5722142,9.586683,0.000992656,0.0006872234,-0.0005345071,SITTING,4
1745415475125,-0.22266077,0.58897364,9.593865,-0.00015271631,0.00015271631,7.6358156e-05,SITTING,4
1745415475305,-0.21547815,0.5674258,9.572318,0.0016798794,0.00015271631,7.6358156e-05,SITTING,4
1745415475485,-0.23463176,0.59136784,9.589077,0.00045814895,0.00076358154,7.6358156e-05,SITTING,4
1745415475665,-0.23463176,0.581791,9.574712,0.00045814895,0.00076358154,0.0006872234,SITTING,4
1745415475846,-0.22505496,0.60094464,9.586683,0.0010690142,0.00015271631,-0.0005345071,SITTING,4
1745415476023,-0.22026655,0.5770026,9.569923,-0.001985312,-0.0016798794,7.6358156e-05,SITTING,4
1745415476204,-0.21787235,0.58418524,9.56753,-0.001985312,-0.0010690142,7.6358156e-05,SITTING,4
1745415476385,-0.24181437,0.58897364,9.598654,0.00045814895,0.00015271631,7.6358156e-05,SITTING,4
1745415476565,-0.22266077,0.5793968,9.574712,-0.00076358154,-0.00045814895,0.0006872234,SITTING,4
1745415476745,-0.22266077,0.59855044,9.593865,0.0022907446,0.0013744468,-0.0005345071,SITTING,4
1745415476925,-0.22505496,0.5602432,9.584289,-0.00076358154,-0.0010690142,7.6358156e-05,SITTING,4
1745415477104,-0.21068975,0.5770026,9.584289,0.00045814895,0.00015271631,-0.0005345071,SITTING,4
1745415477284,-0.23223756,0.581791,9.586683,-0.00015271631,0.00015271631,-0.0005345071,SITTING,4
1745415477465,-0.23702596,0.58418524,9.569923,-0.00015271631,0.00076358154,7.6358156e-05,SITTING,4
1745415477645,-0.21547815,0.581791,9.581895,-0.00076358154,-0.0010690142,7.6358156e-05,SITTING,4
1745415477825,-0.22984336,0.56982,9.605837,0.00045814895,0.00015271631,-0.0005345071,SITTING,4
1745415478006,-0.21547815,0.59136784,9.5795,0.0016798794,0.0013744468,-0.0005345071,SITTING,4
1745415478184,-0.23942018,0.58418524,9.572318,-0.00015271631,0.00015271631,7.6358156e-05,SITTING,4
1745415478364,-0.23463176,0.5793968,9.591472,0.0010690142,0.0013744468,7.6358156e-05,SITTING,4
1745415478545,-0.22744916,0.5770026,9.581895,0.0010690142,0.00015271631,7.6358156e-05,SITTING,4
1745415478725,-0.22984336,0.58657944,9.560347,-0.00076358154,-0.00045814895,-0.0005345071,SITTING,4
1745415478905,-0.21547815,0.58657944,9.577106,-0.00015271631,-0.00045814895,-0.0005345071,SITTING,4
1745415479085,-0.23942018,0.58657944,9.581895,0.0010690142,0.001985312,7.6358156e-05,SITTING,4
1745415479266,-0.21787235,0.5746084,9.593865,-0.0020616702,7.6358156e-05,7.6358156e-05,SITTING,4
1745415479445,-0.23223756,0.58897364,9.586683,0.0022143866,0.0012980887,7.6358156e-05,SITTING,4
1745415479625,-0.24181437,0.56982,9.593865,,,,SITTING,4
1745415479626,,,,-0.0008399397,7.6358156e-05,7.6358156e-05,SITTING,4
1745415479805,-0.22984336,0.5650316,9.565135,,,,SITTING,4
1745415479806,,,,-0.00022907447,-0.0005345071,7.6358156e-05,SITTING,4
1745415479985,-0.21787235,0.60812724,9.56753,-0.0026725354,-0.002977968,-0.0005345071,SITTING,4
1745415480164,-0.22984336,0.60333884,9.591472,0.0022143866,0.0012980887,7.6358156e-05,SITTING,4
1745415480346,-0.23463176,0.58897364,9.581895,-0.001450805,0.0006872234,0.0006872234,SITTING,4
1745415480525,-0.22505496,0.557849,9.598654,-0.0008399397,0.0025198192,0.0006872234,SITTING,4
1745415480704,-0.22744916,0.5626374,9.59626,0.0028252518,7.6358156e-05,0.0012980887,SITTING,4
1745415480886,-0.22505496,0.56982,9.593865,-0.001450805,-0.0005345071,7.6358156e-05,SITTING,4
1745415481065,-0.24899697,0.5770026,9.586683,,,,SITTING,4
1745415481068,,,,-0.00022907447,0.0012980887,7.6358156e-05,SITTING,4
1745415481245,-0.24660277,0.59855044,9.584289,0.0016035213,0.0019089539,0.0006872234,SITTING,4
1745415481424,-0.22984336,0.5793968,9.562741,0.0016035213,7.6358156e-05,-0.0005345071,SITTING,4
1745415481605,-0.22984336,0.581791,9.584289,-0.003894266,-0.0023671028,-0.0005345071,SITTING,4
1745415481786,-0.22505496,0.5602432,9.593865,0.000992656,0.0012980887,0.0006872234,SITTING,4
1745415481965,-0.21068975,0.5770026,9.581895,0.0022143866,-0.0005345071,7.6358156e-05,SITTING,4
1745415482145,-0.23942018,0.60094464,9.586683,-0.0008399397,-0.0005345071,7.6358156e-05,SITTING,4
1745415482324,-0.24420857,0.58897364,9.589077,-0.001450805,-0.0011453723,7.6358156e-05,SITTING,4
1745415482505,-0.21547815,0.59615624,9.5795,0.0016035213,0.0006872234,7.6358156e-05,SITTING,4
1745415482685,-0.21547815,0.58897364,9.589077,-0.001450805,-0.0011453723,-0.0005345071,SITTING,4
1745415482865,-0.22984336,0.58657944,9.589077,0.00038179077,0.0006872234,7.6358156e-05,SITTING,4
1745415483045,-0.22984336,0.581791,9.574712,-0.0008399397,7.6358156e-05,7.6358156e-05,SITTING,4
1745415483225,-0.23702596,0.5770026,9.584289,0.00038179077,0.0006872234,-0.0005345071,SITTING,4
1745415483404,-0.22505496,0.5793968,9.589077,-0.00022907447,7.6358156e-05,-0.0005345071,SITTING,4
1745415483585,-0.21308395,0.58657944,9.572318,0.0016035213,0.0012980887,-0.0005345071,SITTING,4
1745415483765,-0.22744916,0.5793968,9.591472,-0.00022907447,7.6358156e-05,7.6358156e-05,SITTING,4
1745415483947,-0.23463176,0.58657944,9.581895,0.00038179077,0.0006872234,-0.0005345071,SITTING,4
1745415484124,-0.19632454,0.56982,9.603442,,,,SITTING,4
1745415484125,,,,-0.0020616702,-0.0017562376,7.6358156e-05,SITTING,4
1745415484305,-0.21068975,0.58418524,9.589077,0.000992656,-0.0005345071,-0.0005345071,SITTING,4
1745415484485,-0.21068975,0.58657944,9.56753,-0.0008399397,-0.0011453723,7.6358156e-05,SITTING,4
1745415484665,-0.23223756,0.58418524,9.56753,-0.001450805,7.6358156e-05,0.0006872234,SITTING,4
1745415484845,-0.22505496,0.5674258,9.584289,0.0022143866,7.6358156e-05,0.0006872234,SITTING,4
1745415485025,-0.22984336,0.59855044,9.584289,-0.00022907447,7.6358156e-05,7.6358156e-05,SITTING,4
1745415485205,-0.22744916,0.5793968,9.572318,0.000992656,7.6358156e-05,0.0006872234,SITTING,4
1745415485384,-0.21308395,0.58657944,9.5795,-0.0008399397,-0.0005345071,7.6358156e-05,SITTING,4
1745415485565,-0.22266077,0.581791,9.581895,0.00038179077,7.6358156e-05,7.6358156e-05,SITTING,4
1745415485745,-0.22266077,0.58418524,9.574712,-0.0008399397,-0.0005345071,7.6358156e-05,SITTING,4
1745415485925,-0.24899697,0.5722142,9.586683,-0.001450805,-0.0011453723,7.6358156e-05,SITTING,4
1745415486105,-0.21787235,0.59136784,9.627384,-0.0008399397,7.6358156e-05,7.6358156e-05,SITTING,4
1745415486285,-0.21308395,0.5674258,9.601048,-0.001450805,-0.0011453723,7.6358156e-05,SITTING,4
1745415486465,-0.21308395,0.5770026,9.59626,-0.00022907447,-0.0005345071,-0.0005345071,SITTING,4
1745415486645,-0.22026655,0.58418524,9.577106,-0.00022907447,-0.0005345071,7.6358156e-05,SITTING,4
1745415486825,-0.22266077,0.5793968,9.584289,-0.0008399397,-0.0005345071,7.6358156e-05,SITTING,4
1745415487005,-0.22026655,0.59136784,9.593865,0.000992656,0.0006872234,7.6358156e-05,SITTING,4
1745415487186,-0.22505496,0.58418524,9.5795,-0.0008399397,-0.0011453723,7.6358156e-05,SITTING,4
1745415487364,-0.22026655,0.61052144,9.613019,0.0022143866,0.0019089539,7.6358156e-05,SITTING,4
1745415487543,-0.22744916,0.5746084,9.593865,,,,SITTING,4
1745415487544,,,,0.003436117,0.0025198192,7.6358156e-05,SITTING,4
1745415487725,-0.23702596,0.59615624,9.598654,0.00038179077,-0.0005345071,-0.0005345071,SITTING,4
1745415487906,-0.24899697,0.5746084,9.589077,,,,SITTING,4
1745415487907,,,,0.00038179077,-0.0005345071,-0.0005345071,SITTING,4
1745415488085,-0.22505496,0.5650316,9.59626,0.000992656,0.0006872234,7.6358156e-05,SITTING,4
1745415488265,-0.20111294,0.5770026,9.586683,-0.0008399397,-0.0005345071,7.6358156e-05,SITTING,4
1745415488444,-0.23223756,0.59376204,9.593865,-0.0008399397,-0.0011453723,7.6358156e-05,SITTING,4
1745415488623,-0.21547815,0.58657944,9.557953,-0.00022907447,0.0006872234,7.6358156e-05,SITTING,4
1745415488805,-0.22266077,0.59615624,9.569923,0.000992656,-0.0005345071,7.6358156e-05,SITTING,4
1745415488984,-0.22266077,0.5674258,9.565135,-0.00022907447,7.6358156e-05,-0.0005345071,SITTING,4
1745415489165,-0.22984336,0.5746084,9.589077,0.00038179077,-0.0005345071,7.6358156e-05,SITTING,4
1745415489345,-0.22744916,0.58897364,9.584289,-0.00022907447,7.6358156e-05,7.6358156e-05,SITTING,4
1745415489525,-0.22984336,0.5793968,9.598654,-0.00022907447,-0.0011453723,-0.0005345071,SITTING,4
1745415489705,-0.22984336,0.5626374,9.569923,-0.00022907447,-0.0005345071,7.6358156e-05,SITTING,4
1745415489885,-0.22026655,0.56982,9.581895,-0.0008399397,0.0006872234,0.0006872234,SITTING,4
1745415490066,-0.22266077,0.5770026,9.589077,-0.00022907447,-0.0005345071,7.6358156e-05,SITTING,4
1745415490245,-0.22744916,0.581791,9.584289,0.00030543262,7.6358156e-05,7.6358156e-05,SITTING,4
1745415490425,-0.20590134,0.5746084,9.591472,0.0009162979,7.6358156e-05,7.6358156e-05,SITTING,4
1745415490605,-0.21547815,0.581791,9.577106,0.00030543262,0.0006872234,-0.0005345071,SITTING,4
1745415490785,-0.21787235,0.5793968,9.591472,,,,SITTING,4
1745415490787,,,,0.00030543262,7.6358156e-05,-0.0005345071,SITTING,4
1745415490965,-0.23942018,0.58897364,9.581895,-0.00030543262,7.6358156e-05,7.6358156e-05,SITTING,4
1745415491145,-0.22266077,0.58418524,9.591472,-0.00030543262,7.6358156e-05,-0.0005345071,SITTING,4
1745415491325,-0.21308395,0.5770026,9.581895,0.00030543262,0.0006872234,7.6358156e-05,SITTING,4
1745415491505,-0.21547815,0.59136784,9.577106,-0.0009162979,-0.0011453723,-0.0005345071,SITTING,4
1745415491686,-0.21787235,0.58897364,9.591472,0.00030543262,0.0006872234,-0.0005345071,SITTING,4
1745415491865,-0.20829555,0.58418524,9.589077,-0.00030543262,-0.0005345071,7.6358156e-05,SITTING,4
1745415492045,-0.21068975,0.60812724,9.5795,-0.00030543262,-0.0005345071,-0.0005345071,SITTING,4
1745415492225,-0.21308395,0.5674258,9.5795,0.00030543262,7.6358156e-05,7.6358156e-05,SITTING,4
1745415492405,-0.23702596,0.58418524,9.59626,-0.00030543262,7.6358156e-05,0.0006872234,SITTING,4
1745415492585,-0.21547815,0.59615624,9.591472,0.0015271631,0.0019089539,7.6358156e-05,SITTING,4
1745415492764,-0.23942018,0.58657944,9.577106,-0.0009162979,-0.0005345071,7.6358156e-05,SITTING,4
1745415492945,-0.22266077,0.5746084,9.589077,0.00030543262,7.6358156e-05,-0.0005345071,SITTING,4
1745415493125,-0.23463176,0.59136784,9.591472,0.0009162979,0.0006872234,7.6358156e-05,SITTING,4
1745415493305,-0.22266077,0.58657944,9.577106,-0.0015271631,7.6358156e-05,7.6358156e-05,SITTING,4
1745415493485,-0.22984336,0.58657944,9.5795,0.00030543262,7.6358156e-05,-0.0005345071,SITTING,4
1745415493665,-0.24660277,0.58897364,9.593865,-0.0015271631,-0.0005345071,-0.0005345071,SITTING,4
1745415493844,-0.21787235,0.58897364,9.586683,0.00030543262,7.6358156e-05,7.6358156e-05,SITTING,4
1745415494025,-0.20590134,0.5770026,9.581895,-0.0009162979,-0.0005345071,7.6358156e-05,SITTING,4
1745415494209,-0.22026655,0.5722142,9.581895,-0.00030543262,7.6358156e-05,7.6358156e-05,SITTING,4
1745415494385,-0.20829555,0.5746084,9.591472,0.00038179077,0.0012980887,0.0006872234,SITTING,4
1745415494564,-0.23942018,0.5674258,9.56753,-0.0020616702,-0.0011453723,-0.0005345071,SITTING,4
1745415494744,-0.23463176,0.581791,9.601048,,,,SITTING,4
1745415494745,,,,0.0028252518,0.0012980887,-0.0005345071,SITTING,4
1745415494927,-0.24181437,0.5674258,9.5795,-0.0008399397,-0.0005345071,0.0006872234,SITTING,4
1745415495105,-0.22026655,0.5793968,9.589077,-0.0032834008,-0.0017562376,-0.0005345071,SITTING,4
1745415495285,-0.22266077,0.59615624,9.591472,0.0016035213,0.0006872234,7.6358156e-05,SITTING,4
1745415495464,-0.22744916,0.60094464,9.572318,,,,SITTING,4
1745415495465,,,,0.00038179077,0.0006872234,7.6358156e-05,SITTING,4
1745415495645,-0.22266077,0.5746084,9.589077,0.000992656,7.6358156e-05,7.6358156e-05,SITTING,4
1745415495825,-0.21787235,0.58418524,9.5795,0.000992656,7.6358156e-05,-0.0005345071,SITTING,4
1745415496005,-0.20590134,0.5626374,9.603442,-0.001450805,7.6358156e-05,-0.0005345071,SITTING,4
1745415496185,-0.21787235,0.5674258,9.591472,0.0016035213,0.0006872234,-0.0005345071,SITTING,4
1745415496365,-0.22026655,0.5746084,9.5795,-0.003894266,-0.0017562376,7.6358156e-05,SITTING,4
1745415496545,-0.21068975,0.581791,9.56753,0.0022143866,0.0025198192,7.6358156e-05,SITTING,4
1745415496724,-0.23463176,0.59855044,9.562741,-0.001450805,-0.0011453723,7.6358156e-05,SITTING,4
1745415496904,-0.22984336,0.56982,9.584289,,,,SITTING,4
1745415496905,,,,0.000992656,0.0012980887,7.6358156e-05,SITTING,4
1745415497085,-0.22984336,0.581791,9.593865,-0.0020616702,-0.0023671028,7.6358156e-05,SITTING,4
1745415497264,-0.21308395,0.5770026,9.598654,0.000992656,0.0012980887,0.0006872234,SITTING,4
1745415497443,-0.22744916,0.5602432,9.589077,-0.00022907447,-0.0005345071,-0.0005345071,SITTING,4
1745415497624,-0.23223756,0.5674258,9.591472,0.00038179077,7.6358156e-05,7.6358156e-05,SITTING,4
1745415497804,-0.22505496,0.58418524,9.601048,,,,SITTING,4
